"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         674,      -7.600192534,      -5.042900922,      -5.644263879,       -2.50396159
          0,           0,         675,      -7.607366636,      -5.050098117,      -5.651533827,      -2.511159855
          0,           0,         676,      -7.614538529,      -5.057293265,      -5.658801327,      -2.518356277
          0,           0,         677,      -7.621708199,      -5.064486331,      -5.666066416,      -2.525550919
          0,           0,         678,      -7.628875672,      -5.071677346,      -5.673328972,      -2.532743632
          0,           0,         679,      -7.636040941,      -5.078866298,      -5.680589071,      -2.539934572
          0,           0,         680,      -7.643204006,      -5.086053193,      -5.687846684,      -2.547123628
          0,           0,         681,      -7.650364883,       -5.09323803,      -5.695101763,      -2.554310834
          0,           0,         682,      -7.657523555,      -5.100420826,      -5.702354313,      -2.561496096
          0,           0,         683,      -7.664680048,      -5.107601559,      -5.709604416,      -2.568679533
          0,           0,         684,      -7.671834365,      -5.114780239,      -5.716852057,      -2.575861028
          0,           0,         685,      -7.678986533,      -5.121956915,      -5.724097258,      -2.583040706
          0,           0,         686,      -7.686136517,      -5.129131503,      -5.731340039,      -2.590218485
          0,           0,         687,      -7.693284387,      -5.136304116,      -5.738580477,      -2.597394518
          0,           0,         688,      -7.700430105,      -5.143474671,      -5.745818467,      -2.604568696
          0,           0,         689,        -7.7075737,      -5.150643207,      -5.753054092,      -2.611740989
          0,           0,         690,      -7.714715174,      -5.157809752,      -5.760287283,      -2.618911552
          0,           0,         691,      -7.721854522,      -5.164974274,      -5.767518072,      -2.626080212
          0,           0,         692,      -7.728991774,      -5.172136795,      -5.774746437,      -2.633247035
          0,           0,         693,      -7.736126925,      -5.179297341,      -5.781972399,      -2.640412011
          0,           0,         694,      -7.743259961,      -5.186455868,      -5.789195983,      -2.647575142
          0,           0,         695,      -7.750390906,      -5.193612399,      -5.796417152,      -2.654736457
          0,           0,         696,      -7.757519771,      -5.200766927,      -5.803635922,      -2.661895853
          0,           0,         697,      -7.764646578,      -5.207919504,      -5.810852452,      -2.669053499
          0,           0,         698,      -7.771771309,        -5.2150701,      -5.818066588,      -2.676209268
          0,           0,         699,      -7.778893988,      -5.222218721,      -5.825278356,      -2.683363282
          0,           0,         700,      -7.786014616,      -5.229365362,       -5.83248786,      -2.690515476
          0,           0,         701,      -7.793133221,      -5.236510058,      -5.839695011,      -2.697665828
          0,           0,         702,      -7.800249772,      -5.243652789,      -5.846899893,      -2.704814415
          0,           0,         703,      -7.807364309,      -5.250793576,      -5.854102377,      -2.711961219
          0,           0,         704,      -7.814476829,      -5.257932432,      -5.861302576,      -2.719106109
          0,           0,         705,      -7.821587321,      -5.265069315,      -5.868500452,      -2.726249296
          0,           0,         706,      -7.828695804,      -5.272204269,      -5.875695968,      -2.733390577
          0,           0,         707,      -7.835802284,      -5.279337277,      -5.882889312,      -2.740530031
          0,           0,         708,      -7.842906803,      -5.286468413,      -5.890080268,      -2.747667795
          0,           0,         709,      -7.850009318,      -5.293597598,      -5.897268965,      -2.754803671
          0,           0,         710,       -7.85710985,      -5.300724821,      -5.904455425,      -2.761937765
          0,           0,         711,      -7.864208443,      -5.307850183,      -5.911639692,      -2.769070161
          0,           0,         712,      -7.871305071,      -5.314973637,      -5.918821776,      -2.776200784
          0,           0,         713,       -7.87839976,       -5.32209518,      -5.926001497,      -2.783329579
          0,           0,         714,      -7.885492502,      -5.329214887,         -5.933179,      -2.790456666
          0,           0,         715,      -7.892583297,       -5.33633264,      -5.940354324,        -2.7975819
          0,           0,         716,      -7.899672167,      -5.343448533,      -5.947527314,      -2.804705393
          0,           0,         717,      -7.906759105,      -5.350562532,      -5.954698176,      -2.811827085
          0,           0,         718,      -7.913844118,      -5.357674641,      -5.961866765,      -2.818946961
          0,           0,         719,       -7.92092725,      -5.364784931,      -5.969033166,      -2.826065167
          0,           0,         720,      -7.928008468,      -5.371893316,      -5.976197386,      -2.833181524
          0,           0,         721,      -7.935087807,      -5.378999861,       -5.98335947,       -2.84029619
          0,           0,         722,      -7.942165274,      -5.386104584,      -5.990519451,      -2.847409173
          0,           0,         723,      -7.949240868,      -5.393207468,      -5.997677161,      -2.854520361
          0,           0,         724,       -7.95631461,      -5.400308526,       -6.00483275,      -2.861629915
          0,           0,         725,      -7.963386482,      -5.407407736,      -6.011986168,      -2.868737641
          0,           0,         726,      -7.970456492,      -5.414505135,      -6.019137428,      -2.875843677
          0,           0,         727,      -7.977524637,       -5.42160062,       -6.02628652,      -2.882947867
          0,           0,         728,      -7.984590969,      -5.428694344,      -6.033433568,      -2.890050377
          0,           0,         729,      -7.991655475,      -5.435786301,      -6.040578415,      -2.897151254
          0,           0,         730,      -7.998718132,      -5.442876399,      -6.047721102,      -2.904250281
          0,           0,         731,      -8.005778994,      -5.449964738,      -6.054861812,      -2.911347708
          0,           0,         732,      -8.012838042,      -5.457051241,       -6.06200039,      -2.918443295
          0,           0,         733,      -8.019895308,      -5.464136031,      -6.069136827,      -2.925537358
          0,           0,         734,      -8.026950755,      -5.471218949,      -6.076271197,      -2.932629582
          0,           0,         735,      -8.034004458,      -5.478300152,      -6.083403559,      -2.939720161
          0,           0,         736,      -8.041056358,      -5.485379578,      -6.090533873,      -2.946809015
          0,           0,         737,      -8.048106501,      -5.492457206,      -6.097662017,      -2.953896266
          0,           0,         738,      -8.055154874,      -5.499533146,      -6.104788074,      -2.960981783
          0,           0,         739,      -8.062201485,      -5.506607279,       -6.11191219,      -2.968065677
          0,           0,         740,      -8.069246389,      -5.513679693,      -6.119034233,      -2.975147773
          0,           0,         741,      -8.076289506,      -5.520750372,       -6.12615426,       -2.98222832
          0,           0,         742,      -8.083330905,      -5.527819274,      -6.133272163,      -2.989307115
          0,           0,         743,      -8.090370588,       -5.53488647,      -6.140388094,       -2.99638421
          0,           0,         744,      -8.097408559,      -5.541951984,      -6.147502092,      -3.003459826
          0,           0,         745,      -8.104444822,      -5.549015713,      -6.154614079,      -3.010533543
          0,           0,         746,      -8.111479395,      -5.556077829,      -6.161724159,      -3.017605922
          0,           0,         747,      -8.118512248,      -5.563138169,      -6.168832123,      -3.024676448
          0,           0,         748,      -8.125543463,       -5.57019691,      -6.175938108,      -3.031745448
          0,           0,         749,      -8.132572916,      -5.577253766,      -6.183042091,      -3.038812725
          0,           0,         750,      -8.139600712,      -5.584308999,      -6.190144154,      -3.045878246
          0,           0,         751,      -8.146626931,      -5.591362733,      -6.197244363,      -3.052942462
          0,           0,         752,      -8.153651424,      -5.598414658,      -6.204342516,      -3.060004842
          0,           0,         753,      -8.160674266,      -5.605464887,      -6.211438775,      -3.067065693
          0,           0,         754,      -8.167695485,      -5.612513498,      -6.218532994,      -3.074124801
          0,           0,         755,      -8.174715066,      -5.619560418,      -6.225625411,      -3.081182441
          0,           0,         756,      -8.181732993,      -5.626605671,      -6.232715791,      -3.088238388
          0,           0,         757,      -8.188749328,      -5.633649395,      -6.239804284,      -3.095292812
          0,           0,         758,      -8.195764054,      -5.640691392,      -6.246891068,      -3.102345556
          0,           0,         759,      -8.202777164,      -5.647731776,      -6.253975883,      -3.109396898
          0,           0,         760,       -8.20978862,      -5.654770455,       -6.26105869,      -3.116446327
          0,           0,         761,      -8.216798595,      -5.661807662,      -6.268139712,      -3.123494635
          0,           0,         762,      -8.223806957,      -5.668843279,      -6.275218797,      -3.130541065
          0,           0,         763,      -8.230813707,      -5.675877165,      -6.282296238,      -3.137586015
          0,           0,         764,      -8.237818896,       -5.68290948,      -6.289371532,      -3.144629413
          0,           0,         765,      -8.244822538,      -5.689940194,      -6.296445096,      -3.151671104
          0,           0,         766,      -8.251824593,      -5.696969358,       -6.30351682,       -3.15871144
          0,           0,         767,      -8.258825132,      -5.703996939,      -6.310586554,       -3.16575008
          0,           0,         768,      -8.265824075,      -5.711022844,      -6.317654647,      -3.172787331
          0,           0,         769,      -8.272821608,      -5.718047421,      -6.324720895,       -3.17982303
          0,           0,         770,      -8.279817465,      -5.725070146,      -6.331785496,      -3.186857038
          0,           0,         771,      -8.286811894,      -5.732091393,      -6.338848177,       -3.19388948
          0,           0,         772,      -8.293804811,      -5.739111181,      -6.345908964,      -3.200920612
          0,           0,         773,      -8.300796178,      -5.746129427,      -6.352968004,      -3.207950378
          0,           0,         774,      -8.307786005,       -5.75314595,       -6.36002514,      -3.214978019
          0,           0,         775,      -8.314774491,      -5.760161233,      -6.367080724,       -3.22200486
          0,           0,         776,      -8.321761355,      -5.767174701,      -6.374134463,       -3.22902969
          0,           0,         777,      -8.328746861,      -5.774186905,      -6.381186368,      -3.236053274
          0,           0,         778,      -8.335730767,      -5.781197389,      -6.388236541,      -3.243075182
          0,           0,         779,      -8.342713289,      -5.788206483,      -6.395285051,       -3.25009589
          0,           0,         780,      -8.349694301,      -5.795213966,      -6.402331817,      -3.257114902
          0,           0,         781,      -8.356673882,      -5.802219966,      -6.409376646,      -3.264132228
          0,           0,         782,      -8.363652005,      -5.809224496,      -6.416420022,      -3.271148408
          0,           0,         783,      -8.370628694,      -5.816227566,      -6.423461462,      -3.278163022
          0,           0,         784,      -8.377604006,      -5.823229159,      -6.430501476,      -3.285176176
          0,           0,         785,      -8.384577903,        -5.8302293,      -6.437539804,      -3.292188023
          0,           0,         786,      -8.391550314,      -5.837227893,      -6.444576318,      -3.299198204
          0,           0,         787,      -8.398521361,      -5.844225092,      -6.451611089,      -3.306207029
          0,           0,         788,      -8.405490934,      -5.851220791,      -6.458643969,      -3.313214277
          0,           0,         789,      -8.412459206,      -5.858215092,       -6.46567547,      -3.320220155
          0,           0,         790,      -8.419426086,      -5.865207984,      -6.472705137,      -3.327224775
          0,           0,         791,      -8.426391526,      -5.872199386,      -6.479733374,      -3.334227939
          0,           0,         792,      -8.433355697,      -5.879189419,       -6.48675986,      -3.341229693
          0,           0,         793,       -8.44031833,      -5.886177906,      -6.493784849,      -3.348229895
          0,           0,         794,      -8.447279748,      -5.893165141,       -6.50080778,       -3.35522881
          0,           0,         795,      -8.454239729,      -5.900150692,      -6.507829496,      -3.362225858
          0,           0,         796,        -8.4611984,      -5.907135044,      -6.514849423,      -3.369222127
          0,           0,         797,      -8.468155684,      -5.914117898,      -6.521867862,      -3.376216735
          0,           0,         798,      -8.475111707,      -5.921099467,      -6.528884642,       -3.38320996
          0,           0,         799,      -8.482066321,      -5.928079573,      -6.535899727,      -3.390201784
          0,           0,         800,      -8.489019727,      -5.935058463,      -6.542913388,      -3.397192678
          0,           0,         801,      -8.495971615,      -5.942035564,      -6.549925506,       -3.40418123
          0,           0,         802,      -8.502922247,      -5.949011518,      -6.556935499,      -3.411168741
          0,           0,         803,      -8.509871732,      -5.955986239,      -6.563944334,      -3.418155514
          0,           0,         804,      -8.516819902,      -5.962959633,      -6.570951518,      -3.425140405
          0,           0,         805,      -8.523766719,      -5.969931572,      -6.577957476,      -3.432124622
          0,           0,         806,      -8.530712159,      -5.976901883,      -6.584961614,      -3.439106273
          0,           0,         807,      -8.537656469,      -5.983871233,      -6.591964304,      -3.446087326
          0,           0,         808,      -8.544599547,      -5.990839313,      -6.598965208,      -3.453067417
          0,           0,         809,      -8.551541151,      -5.997805598,       -6.60596488,      -3.460045359
          0,           0,         810,      -8.558481654,      -6.004770894,      -6.612962941,      -3.467022483
          0,           0,         811,      -8.565420875,      -6.011734919,      -6.619959375,      -3.473998374
          0,           0,         812,      -8.572358692,      -6.018697225,      -6.626954382,      -3.480972061
          0,           0,         813,       -8.57929543,      -6.025658551,      -6.633947683,      -3.487945179
          0,           0,         814,      -8.586230943,      -6.032618612,      -6.640939437,      -3.494916955
          0,           0,         815,      -8.593165251,      -6.039577395,      -6.647930564,      -3.501887535
          0,           0,         816,      -8.600098244,      -6.046534823,      -6.654919677,      -3.508856817
          0,           0,         817,      -8.607030127,      -6.053490983,      -6.661907534,      -3.515824562
          0,           0,         818,      -8.613960777,      -6.060445777,      -6.668893475,      -3.522791086
          0,           0,         819,      -8.620890136,      -6.067399241,      -6.675877878,      -3.529756265
          0,           0,         820,      -8.627818232,      -6.074351442,      -6.682860917,      -3.536719969
          0,           0,         821,      -8.634745298,      -6.081302712,      -6.689842847,      -3.543682894
          0,           0,         822,      -8.641671157,      -6.088252387,      -6.696823016,      -3.550644313
          0,           0,         823,      -8.648595766,      -6.095200821,      -6.703801863,      -3.557604532
          0,           0,         824,      -8.655519341,      -6.102148151,       -6.71077962,      -3.564563328
          0,           0,         825,      -8.662441626,      -6.109094186,      -6.717755687,      -3.571521042
          0,           0,         826,      -8.669362801,      -6.116039052,      -6.724730258,      -3.578477398
          0,           0,         827,      -8.676282854,      -6.122982834,      -6.731703499,      -3.585433182
          0,           0,         828,       -8.68320155,      -6.129924742,      -6.738675273,      -3.592386202
          0,           0,         829,      -8.690119337,       -6.13686612,      -6.745645773,      -3.599338942
          0,           0,         830,      -8.697035894,         -6.143806,      -6.752614996,       -3.60629111
          0,           0,         831,      -8.703951341,      -6.150744762,      -6.759582879,      -3.613241352
          0,           0,         832,      -8.710865637,      -6.157682358,      -6.766549392,      -3.620190367
          0,           0,         833,      -8.717778743,      -6.164618563,      -6.773513494,      -3.627137747
          0,           0,         834,      -8.724690749,      -6.171553401,      -6.780477285,      -3.634084242
          0,           0,         835,      -8.731601883,      -6.178487812,      -6.787439962,      -3.641030182
          0,           0,         836,      -8.738511778,      -6.185420473,      -6.794401076,      -3.647974317
          0,           0,         837,      -8.745420558,      -6.192352243,      -6.801360233,       -3.65491755
          0,           0,         838,      -8.752328162,      -6.199282717,      -6.808318319,      -3.661859443
          0,           0,         839,      -8.759234715,      -6.206211958,      -6.815275251,       -3.66879999
          0,           0,         840,       -8.76614031,      -6.213139998,      -6.822230983,       -3.67573912
          0,           0,         841,      -8.773045001,       -6.22006735,      -6.829185422,       -3.68267877
          0,           0,         842,      -8.779948232,      -6.226993082,      -6.836138051,      -3.689615158
          0,           0,         843,      -8.786850547,      -6.233917625,      -6.843089779,      -3.696551678
          0,           0,         844,      -8.793751679,      -6.240841033,      -6.850039875,      -3.703485586
          0,           0,         845,      -8.800651912,      -6.247763525,      -6.856989274,      -3.710419894
          0,           0,         846,      -8.807551129,      -6.254684758,      -6.863937231,      -3.717352716
          0,           0,         847,      -8.814449096,      -6.261604779,      -6.870883655,      -3.724283428
          0,           0,         848,      -8.821346339,       -6.26852427,      -6.877828246,      -3.731213796
          0,           0,         849,      -8.828242363,      -6.275442412,      -6.884772752,      -3.738143564
          0,           0,         850,      -8.835137415,      -6.282358985,      -6.891715826,      -3.745071434
          0,           0,         851,      -8.842031361,      -6.289274788,        -6.8986576,      -3.751998413
          0,           0,         852,      -8.848924435,        -6.2961896,      -6.905596942,      -3.758924556
          0,           0,         853,       -8.85581625,      -6.303102931,        -6.9125356,       -3.76584872
          0,           0,         854,      -8.862707488,      -6.310015686,       -6.91947382,      -3.772772751
          0,           0,         855,      -8.869597249,        -6.3169271,      -6.926410012,      -3.779695085
          0,           0,         856,      -8.876486188,      -6.323837147,      -6.933346419,      -3.786616279
          0,           0,         857,      -8.883374284,      -6.330746528,      -6.940280576,      -3.793536567
          0,           0,         858,       -8.89026133,      -6.337654924,      -6.947213241,      -3.800455802
          0,           0,         859,      -8.897147436,      -6.344562371,      -6.954144757,      -3.807374879
          0,           0,         860,      -8.904032285,      -6.351468033,      -6.961075035,      -3.814291148
          0,           0,         861,       -8.91091661,      -6.358373553,      -6.968004518,      -3.821207236
          0,           0,         862,      -8.917799813,      -6.365277753,      -6.974933205,      -3.828123055
          0,           0,         863,      -8.924682073,      -6.372180789,      -6.981859907,      -3.835036107
          0,           0,         864,      -8.931563126,      -6.379082647,      -6.988784829,      -3.841949509
          0,           0,         865,      -8.938443592,      -6.385983771,      -6.995709687,      -3.848861108
          0,           0,         866,      -8.945322902,      -6.392883714,      -7.002633633,      -3.855772236
          0,           0,         867,      -8.952201042,      -6.399781941,      -7.009555778,      -3.862680725
          0,           0,         868,      -8.959078648,      -6.406680244,      -7.016476494,      -3.869590386
          0,           0,         869,      -8.965955156,      -6.413577101,      -7.023396276,       -3.87649725
          0,           0,         870,       -8.97283081,      -6.420472987,      -7.030315476,      -3.883404379
          0,           0,         871,      -8.979705417,      -6.427367637,      -7.037232926,      -3.890309099
          0,           0,         872,      -8.986579553,      -6.434262193,      -7.044149574,      -3.897215017
          0,           0,         873,      -8.993452105,      -6.441154685,      -7.051065815,      -3.904118242
          0,           0,         874,      -9.000324319,      -6.448046789,      -7.057979454,        -3.9110201
          0,           0,         875,      -9.007195569,      -6.454938086,      -7.064893217,      -3.917921927
          0,           0,         876,      -9.014065433,      -6.461827656,      -7.071805134,       -3.92482213
          0,           0,         877,      -9.020934771,      -6.468716695,      -7.078716467,      -3.931721389
          0,           0,         878,      -9.027803445,      -6.475604942,      -7.085626262,      -3.938620901
          0,           0,         879,      -9.034671037,       -6.48249259,      -7.092536171,      -3.945519544
          0,           0,         880,      -9.041537742,      -6.489378273,      -7.099443298,      -3.952414419
          0,           0,         881,      -9.048403517,       -6.49626381,      -7.106349091,      -3.959310848
          0,           0,         882,      -9.055268469,       -6.50314811,      -7.113255248,      -3.966205866
          0,           0,         883,      -9.062132576,      -6.510031273,      -7.120160271,      -3.973097939
          0,           0,         884,      -9.068995986,      -6.516913949,       -7.12706431,       -3.97999212
          0,           0,         885,      -9.075858208,      -6.523795072,         -7.133966,      -3.986882285
          0,           0,         886,      -9.082719826,      -6.530675971,      -7.140867641,      -3.993774224
          0,           0,         887,      -9.089580607,      -6.537556003,      -7.147766649,       -4.00066411
          0,           0,         888,      -9.096440267,      -6.544434108,      -7.154667275,      -4.007552799
          0,           0,         889,      -9.103299231,       -6.55131178,      -7.161565231,      -4.014440591
          0,           0,         890,      -9.110157368,      -6.558188284,      -7.168461946,      -4.021327236
          0,           0,         891,      -9.117015107,      -6.565064796,      -7.175358858,      -4.028213313
          0,           0,         892,      -9.123871673,      -6.571940281,      -7.182254546,      -4.035100085
          0,           0,         893,      -9.130727435,      -6.578814387,      -7.189149342,      -4.041983163
          0,           0,         894,      -9.137582318,      -6.585687686,      -7.196041453,      -4.048866295
          0,           0,         895,      -9.144436445,      -6.592560412,      -7.202933745,      -4.055748654
          0,           0,         896,      -9.151289923,      -6.599431958,      -7.209823872,      -4.062630463
          0,           0,         897,      -9.158142284,      -6.606302267,      -7.216715319,      -4.069511024
          0,           0,         898,      -9.164994003,      -6.613171653,      -7.223604663,      -4.076389624
          0,           0,         899,      -9.171844997,       -6.62004107,      -7.230492715,      -4.083269118
          0,           0,         900,        -9.1786952,      -6.626909483,      -7.237381149,      -4.090146663
          0,           0,         901,      -9.185544545,      -6.633776445,      -7.244266655,      -4.097024913
          0,           0,         902,      -9.192393301,      -6.640642581,      -7.251151619,      -4.103899397
          0,           0,         903,      -9.199241055,      -6.647508224,        -7.2580363,      -4.110775182
          0,           0,         904,      -9.206088682,         -6.654374,      -7.264919693,      -4.117651328
          0,           0,         905,      -9.212934989,       -6.66123779,      -7.271802665,      -4.124523906
          0,           0,         906,      -9.219780749,      -6.668101322,         -7.278685,      -4.131397381
          0,           0,         907,      -9.226625339,      -6.674963345,      -7.285565985,      -4.138268737
          0,           0,         908,      -9.233469463,      -6.681823925,      -7.292446086,      -4.145138743
          0,           0,         909,      -9.240312637,      -6.688685137,      -7.299322444,      -4.152009906
          0,           0,         910,      -9.247155025,      -6.695544249,      -7.306199183,      -4.158878572
          0,           0,         911,      -9.253996918,      -6.702403157,      -7.313077384,      -4.165746067
          0,           0,         912,      -9.260838451,      -6.709262163,      -7.319953111,      -4.172614085
          0,           0,         913,      -9.267678964,      -6.716119337,      -7.326829385,      -4.179481936
          0,           0,         914,      -9.274518157,      -6.722975471,      -7.333702292,      -4.186346581
          0,           0,         915,      -9.281357232,      -6.729830976,      -7.340577718,      -4.193211241
          0,           0,         916,      -9.288196029,      -6.736687111,      -7.347449043,      -4.200076292
          0,           0,         917,      -9.295033174,      -6.743540554,      -7.354322007,      -4.206939726
          0,           0,         918,      -9.301870178,      -6.750394253,      -7.361191208,      -4.213803157
          0,           0,         919,      -9.308706492,      -6.757247114,      -7.368060582,      -4.220665003
          0,           0,         920,      -9.315542041,      -6.764099263,       -7.37492931,       -4.22752656
          0,           0,         921,      -9.322376576,      -6.770950127,      -7.381797835,      -4.234386165
          0,           0,         922,         -9.329211,      -6.777800831,       -7.38866647,      -4.241246297
          0,           0,         923,      -9.336043828,      -6.784649051,      -7.395532241,       -4.24810322
          0,           0,         924,      -9.342876292,      -6.791498313,      -7.402395617,      -4.254959228
          0,           0,         925,      -9.349708777,      -6.798346841,      -7.409259903,      -4.261817593
          0,           0,         926,       -9.35653985,      -6.805193857,      -7.416123152,      -4.268674603
          0,           0,         927,      -9.363370453,      -6.812040286,       -7.42298963,      -4.275530085
          0,           0,         928,      -9.370199939,      -6.818884976,      -7.429849035,      -4.282383511
          0,           0,         929,      -9.377029477,      -6.825730138,      -7.436711521,      -4.289236679
          0,           0,         930,      -9.383858341,      -6.832575519,      -7.443570403,      -4.296090623
          0,           0,         931,      -9.390686127,      -6.839419302,       -7.45043015,      -4.302944242
          0,           0,         932,      -9.397513327,      -6.846260852,      -7.457288832,      -4.309793066
          0,           0,         933,      -9.404340804,      -6.853104593,      -7.464146387,      -4.316645857
          0,           0,         934,      -9.411166765,      -6.859946366,      -7.471005982,      -4.323497211
          0,           0,         935,      -9.417992187,      -6.866786599,      -7.477859535,      -4.330345591
          0,           0,         936,      -9.424816466,      -6.873626184,      -7.484714559,      -4.337193982
          0,           0,         937,      -9.431640603,      -6.880465394,      -7.491570902,      -4.344042087
          0,           0,         938,      -9.438464124,      -6.887303603,        -7.4984246,      -4.350888464
          0,           0,         939,      -9.445287269,      -6.894142356,      -7.505279114,      -4.357736716
          0,           0,         940,      -9.452109342,      -6.900979379,      -7.512129847,      -4.364580604
          0,           0,         941,      -9.458930421,      -6.907814683,      -7.518982081,      -4.371424034
          0,           0,         942,      -9.465752887,      -6.914652895,      -7.525833219,      -4.378272172
          0,           0,         943,      -9.472572994,      -6.921487875,      -7.532681443,      -4.385114014
          0,           0,         944,       -9.47939266,      -6.928322145,      -7.539532356,      -4.391957677
          0,           0,         945,      -9.486211268,      -6.935155471,      -7.546380306,      -4.398801059
          0,           0,         946,       -9.49302971,      -6.941988247,      -7.553227938,      -4.405638548
          0,           0,         947,      -9.499847507,      -6.948820073,      -7.560072718,      -4.412478352
          0,           0,         948,      -9.506665161,      -6.955652915,       -7.56692029,      -4.419321906
          0,           0,         949,       -9.51348115,      -6.962482254,      -7.573767873,      -4.426158425
          0,           0,         950,      -9.520297927,      -6.969313689,      -7.580609866,        -4.4329994
          0,           0,         951,      -9.527113825,       -6.97614406,      -7.587454341,      -4.439836353
          0,           0,         952,      -9.533927973,      -6.982972172,      -7.594295456,      -4.446673275
          0,           0,         953,      -9.540743268,      -6.989801871,      -7.601137862,      -4.453508924
          0,           0,         954,      -9.547556757,      -6.996629309,      -7.607981763,      -4.460344887
          0,           0,         955,      -9.554369304,      -7.003453608,      -7.614821965,      -4.467178016
          0,           0,         956,      -9.561183393,      -7.010282875,      -7.621661668,      -4.474015098
          0,           0,         957,      -9.567995768,      -7.017110915,      -7.628502497,      -4.480852167
          0,           0,         958,      -9.574807138,      -7.023935199,      -7.635340272,      -4.487683388
          0,           0,         959,      -9.581617604,      -7.030759142,      -7.642181953,      -4.494514193
          0,           0,         960,      -9.588428008,      -7.037583154,      -7.649019091,      -4.501346838
          0,           0,         961,      -9.595238514,      -7.044406856,      -7.655855029,      -4.508180076
          0,           0,         962,      -9.602048198,      -7.051230146,       -7.66268968,      -4.515008116
          0,           0,         963,      -9.608856588,       -7.05805295,      -7.669524175,      -4.521841746
          0,           0,         964,      -9.615664073,      -7.064873182,      -7.676359442,      -4.528669095
          0,           0,         965,      -9.622471588,      -7.071693931,      -7.683195713,      -4.535493674
          0,           0,         966,      -9.629278695,      -7.078513569,      -7.690027403,      -4.542322878
          0,           0,         967,      -9.636085374,      -7.085334274,      -7.696858379,      -4.549147849
          0,           0,         968,      -9.642891283,      -7.092152504,      -7.703688995,      -4.555976961
          0,           0,         969,      -9.649696679,      -7.098970264,      -7.710521073,      -4.562801749
          0,           0,         970,      -9.656502198,      -7.105789397,      -7.717351671,      -4.569627186
          0,           0,         971,      -9.663307453,      -7.112607816,      -7.724182183,      -4.576455319
          0,           0,         972,      -9.670111316,      -7.119424583,      -7.731014265,      -4.583277827
          0,           0,         973,      -9.676915108,      -7.126241333,      -7.737837485,      -4.590104047
          0,           0,         974,       -9.68371679,       -7.13305464,      -7.744668898,      -4.596926597
          0,           0,         975,      -9.690518829,      -7.139868814,      -7.751495047,      -4.603746764
          0,           0,         976,      -9.697322013,      -7.146685676,       -7.75832311,      -4.610568318
          0,           0,         977,      -9.704124352,      -7.153500454,       -7.76514978,      -4.617390197
          0,           0,         978,      -9.710923833,      -7.160313216,       -7.77197561,      -4.624209193
          0,           0,         979,      -9.717724845,      -7.167126219,      -7.778798987,      -4.631029768
          0,           0,         980,      -9.724523503,      -7.173936574,      -7.785620069,      -4.637849167
          0,           0,         981,      -9.731322905,       -7.18074866,      -7.792444163,      -4.644665379
          0,           0,         982,      -9.738122449,      -7.187559602,      -7.799271858,      -4.651488876
          0,           0,         983,      -9.744921593,      -7.194370175,      -7.806089246,      -4.658302986
          0,           0,         984,      -9.751719505,      -7.201180799,      -7.812909645,      -4.665120726
          0,           0,         985,      -9.758515847,      -7.207990195,      -7.819731485,      -4.671934666
          0,           0,         986,      -9.765312889,      -7.214798933,      -7.826551107,      -4.678753613
          0,           0,         987,       -9.77211051,      -7.221609146,      -7.833375328,      -4.685573484
          0,           0,         988,      -9.778907802,      -7.228417117,      -7.840194803,      -4.692382716
          0,           0,         989,      -9.785702625,      -7.235224539,      -7.847011337,      -4.699199638
          0,           0,         990,      -9.792497363,      -7.242029717,      -7.853829326,      -4.706009118
          0,           0,         991,      -9.799292898,      -7.248839721,      -7.860648601,      -4.712830364
          0,           0,         992,      -9.806084206,      -7.255639643,      -7.867463764,      -4.719635489
          0,           0,         993,      -9.812877902,      -7.262445244,      -7.874278473,      -4.726446461
          0,           0,         994,      -9.819672528,      -7.269250366,      -7.881094223,      -4.733255421
          0,           0,         995,       -9.82646465,      -7.276053355,      -7.887906994,      -4.740070464
          0,           0,         996,      -9.833257759,      -7.282858727,      -7.894723289,      -4.746877015
          0,           0,         997,      -9.840050349,      -7.289665195,      -7.901538398,       -4.75369635
          0,           0,         998,      -9.846840601,      -7.296464655,      -7.908354315,      -4.760498165
          0,           0,         999,      -9.853633018,      -7.303268869,      -7.915165256,      -4.767309926
          0,           0,        1000,      -9.860421972,      -7.310069169,      -7.921971993,      -4.774118667
          0,           0,        1001,      -9.867211423,       -7.31686614,      -7.928787139,      -4.780914336
          0,           0,        1002,       -9.87400132,      -7.323670682,      -7.935595995,      -4.787734265
          0,           0,        1003,      -9.880789389,      -7.330469608,      -7.942408088,      -4.794532802
          0,           0,        1004,      -9.887580627,      -7.337270706,      -7.949219157,      -4.801347342
          0,           0,        1005,      -9.894369193,      -7.344070004,      -7.956032345,      -4.808150937
          0,           0,        1006,      -9.901156624,      -7.350868429,      -7.962837551,      -4.814954049
          0,           0,        1007,      -9.907943534,      -7.357668553,      -7.969649951,      -4.821760093
          0,           0,        1008,      -9.914731812,      -7.364465784,      -7.976453777,      -4.828561823
          0,           0,        1009,      -9.921517733,      -7.371260694,      -7.983261153,      -4.835367204
          0,           0,        1010,        -9.9283049,        -7.3780594,      -7.990064985,      -4.842166712
          0,           0,        1011,      -9.935090735,      -7.384855606,      -7.996872974,      -4.848972888
          0,           0,        1012,      -9.941874343,      -7.391649645,      -8.003678963,      -4.855772264
